address,restaurant,type,region,food_subtype
"8 Lock Road Gillman Barracks Gillman Barracks, Singapore 108936 Singapore",Masons,"Italian,European",SOUTH,chicken#pasta#pizza#salad#ice cream#calamari#vegetarian#italian#juice#seabass#beef#fish#burger#tartare#duck#confit#beef burger#beer#caesar salad#lamb#risotto#asparagus#apple#martini#seafood#cheese#squid#squid ink#linguine#carpaccio#beef carpaccio#grilled fish#dessert#tea#cake#coffee#tea coffee#pork#prawn#grilled pork#bread#pie#penne#garlic bread#chilli crab#crab pasta#soup#mozzarella#western#red wine#goat cheese#spaghetti#chocolate#crepe#duck confit#ink pasta#squid ink pasta#potato#fried chicken#fried fish#ham#ravioli#lime juice#bbq#tandoori#vanilla#parma#parma ham#tandoori chicken#lobster#scallop#wagyu#foie gras#cod#lemon#wagyu beef#mussel#bisque#lobster bisque#duck meat#roasted duck#dark chocolate#lobster tail#seared scallop#chinese#umami#cantonese#char siew#roast pork#sweet potato#mousse#roast beef#fondant#yorkshire pudding#pork cheek#chocolate mousse#chocolate fondant#strawberry
"18 Ann Siang Road #01-01, Singapore 069698 Singapore",Tok Tok Indonesian Soup House,"Asian,Indonesian",CENTRAL,ayam#soup#rendang#indonesian#chicken#satay#chicken satay#juice#lime juice#halal
"12 Ann Siang Road Level 1, Singapore 069692 Singapore",Coriander Leaf Grill,"Grill,Contemporary,Vegetarian Friendly",CENTRAL,beef#duck#curry#naan#tofu#chocolate#snapper#chocolate lava#ice cream#avocado#grill#beer#lychee#korean#chicken#szechuan#steak#vegetarian#lamb#dessert#fish#seafood#salad#burger#cheese#squid#mango#paneer#angus#falafel#brioche#yoghurt#gula melaka#steamed rice#striploin#tandoori#tandoori chicken#glass wine#cake#fine dining#panna cotta#mojito#barbecue#roast chicken#burrata#bone marrow#spinach#asian
"26B Dempsey Road, Singapore 247693 Singapore",The Disgruntled Chef,"European,Contemporary,Gastropub",CENTRAL,bone marrow#dessert#ribeye#panna cotta#pig#suckling pig#fish#steak#cheese#truffle#mac cheese#lamb#beef#indian#duck#confit#duck confit#tuna#tartare#beef tartare#pork#bread#chocolate#salmon#fine dining#iberico#sea bass#iberico pork#smoked salmon#chocolate dessert#seabass#quinoa#wagyu#wagyu beef#gratin#chicken#egg#scallop#wine list#champagne#ceviche#yorkshire pudding#crayfish#steak tartare#salad#cake#burger#foie gras#spinach#lava cake#chocolate lava#chocolate lava cake#pork bun#coffee#tenderloin#octopus#croquette#baguette#wagyu steak#beer#red wine#sangria#ice cream#waffle#strawberry#beef patty#fondant#chocolate fondant#cod#miso#pasta#seafood#western#pork belly#sirloin#desert#bacon#asparagus#short rib#seared scallop#avocado#vanilla#vanilla ice cream#tuna tartare#risotto#clam#brioche#beef tenderloin#potato#italian#burrata#egg benedict#asian#stew#truffle pasta#kurobuta#kurobuta pork#cocktail#lychee#fried fish#mojito#blue cheese#dark chocolate#fish skin#carpaccio#beef short#beef short rib#lobster#white wine#cod fish#crab meat#apple#margarita#quail#poached egg#duck meat#veal#chocolate cake#soup#chinese#vegetarian#ravioli#lamb shank#bottle wine#sticky date pudding#truffle oil#japanese#cafe#roast chicken#bruschetta#lobster pasta#crab pasta#vegan#beef cheek#icecream#mutton#caramel#curry#pulled pork#mediterranean#cheesecake#shrimp#glass wine#chorizo#quail egg#mozzarella#burrata cheese#black truffle#sandwich#paella#mousse#chocolate mousse#parma#parma ham#crepe#pie#banana
"390 Victoria Street Village Hotel Bugis #05-01 Village Hotel Bugis, Singapore 188061 Singapore",The Landmark,"Italian,Mediterranean,Asian",CENTRAL,buffet#bread#soup#beef#fish#salad#curry#vegetarian#satay#bbq#fish head#briyani#yam#curry fish#tom yam#curry fish head#chicken#dessert#indian#tea#seafood#pasta#egg#asian#western#fruit#mango#masala#mutton#sambal#butter chicken#spaghetti#tandoori#mediterranean#fresh fruit#tandoori chicken#milk tea#chilli crab#mango pudding#lobster#pumpkin soup#lobster tail
"11 Joo Chiat Place #01-03 Katong, Singapore 427744 Singapore",Chili Padi Nonya Cafe,"Singaporean,Nonya/Malaysian,Vegetarian Friendly",EAST,chicken#dessert#buffet#pork#curry#chicken curry#keluak#chendol#nyonya#kangkong#potato#sweet potato#sambal#curry chicken#fish#chap chye#soup#popiah#kueh#rendang#ayam#nonya#ayam buah#buah keluak#coconut#peranakan#teh#fried chicken#pie#crabmeat#gula melaka#kueh pie#kang kong#kueh pie tee#beef#fried rice#shrimp#beef rendang#meatball#prawn#fish maw#duck#fish head#vietnamese#otak#squid#squid ink#fish head curry#mee siam#beer#chinese#peranakan cuisine#indian#seafood#egg#otah#cafe#durian#desert#bbq#banana#fish curry#mackerel#laksa#tofu#ngoh hiang#fried tofu#chocolate#dark chocolate#pork belly#cake#fish cake
"1 Lower Kent Ridge Road Nuh Medical Centre #01-12, One@KentRidge, NUH Medical Centre, Singapore 119082 Singapore",Sunny Korean Cuisine,Korean,WEST,ramen#korean#stew#mackerel#soup#pork#noodle#cuttlefish#chinese#egg#squid#chestnut
"2 Handy Road The Cathay #b1-17/18, Singapore 229233 Singapore",Maki-San,"Japanese,Sushi,Asian",CENTRAL,japanese#tuna#sushi#halal#beef#salad#roast beef#eel#chicken#tempura#ebi#salmon#maki#soup#fish#sashimi#salmon sashimi#tea#lemon#miso#miso soup#squid#avocado#prawn#duck#smoked duck#vegetarian#asparagus#crabmeat#western#shrimp#calamari#rendang#lemak#nasi lemak#soft shell crab#chilli crab#cheese#egg#crepe#unagi#cake#coffee#omelette#cafe#teriyaki#pork#chinese#bbq#bbq pork
"22 Martin Road #01-00, Singapore 239058 Singapore",Common Man Coffee Roaster,"Cafe,Vegetarian Friendly,Vegan Options",CENTRAL,bread#sourdough#coffee#cake#pancake#banana#tea#breakfast#cafe#pita#pita bread#cappuccino#donut#omelette#salad#pork#egg#sandwich#avocado#cider#espresso#poached egg#juice#chicken#grilled chicken#burger#potato#carrot cake#sweet potato#filter coffee#cup coffee#vegetarian#caramel#spinach#apple#churros#ice cream#fruit#greek#yoghurt#hummus#boiled egg#lemon#brioche#fresh fruit#beef#dessert#chocolate#chocolate cake#chorizo#kopi#hot chocolate#iced tea#vegan#ham#fresh juice#quinoa#guacamole#scrambled egg#western#fish#salmon#fish skin#icecream#confit#beer#bacon#cheese#pie#wagyu#wagyu burger#champagne#croissant#hamburger#american#asparagus#egg white#asian#beef burger#mashed potato#egg benedict#pulled pork#wagyu beef#italian#indonesian#pork bun#cocktail#braised beef#buffet#panna cotta#truffle#truffle fries#pineapple#desert#mango#dark chocolate#fruit juice#fried egg#beef cheek
"3 Pickering Street Nankin Row #01-40, Singapore 048660 Singapore",Aglio Olio Bistro,"Italian,Fusion",CENTRAL,chicken#steak#pasta#salad#prawn#italian#cheese#salmon#squid#calamari#spaghetti#squid ink#carbonara#cuttlefish#seafood#aglio olio#soup#clam#mushroom soup#ham#caesar salad#curry#bacon#pizza#fried chicken#lemon#pasta pizza#seafood pasta#coffee#western#pineapple#chicken wing#teriyaki#lemonade#asian#green curry
"15 Enggor Street #01-01 Realty Centre Realty Food House, Stall-7, Singapore 079716 Block 1, Tanjong Pagar Plaza, #02 - 04, Singapore 079716 Singapore",Mama's Kent Penang Delights,"Asian, Malaysian",CENTRAL,chicken#pork#curry#laksa#curry chicken#braised pork#sambal#fish#prawn#pineapple#briyani#pig#pig trotter
"313 Orchard Road 313 @ Somerset #B3-33/34, Somerset, Singapore 238895 Singapore",YAYOI,"Japanese,Asian",CENTRAL,pork#egg#shrimp#fried pork#beer#japanese#unagi#udon#salmon#teriyaki#soup#salad#miso#sesame#miso soup#tonkatsu#chicken#beef#steak#fried chicken#hamburger#tofu#tenderloin#squid#clam#scrambled egg#fish#curry#sashimi#sushi#dessert#prawn#tempura#oyster#tartare
"7 Keppel Road Tanjong Pagar Complex #01-05/07, PSA Tanjong Pagar Complex, Singapore 089053 Singapore",Outram Park Ya Hua Bah Kut Teh,"Chinese,Asian,Soups",CENTRAL,soup#pork#chinese#teh#mee sua#braised pork#tea#rib#pork rib#pig#fish#bak kut teh#breakfast#tofu#coffee#stew#umami#indian#indonesian#malaysian#pork rib soup#vegetable#pork belly#noodle#teochew#spare rib#pig trotter#prata#fish soup#kopi#pork chop
"100 Tras Street 100 am 100AM Shopping Mall, Singapore 079027 Singapore",The Public Izakaya By Hachi,"Japanese,Bar,Asian",CENTRAL,chicken#pork#beer#salad#japanese#pork belly#cold beer#grilled chicken#yakitori#shrimp#tempura#udon#egg#tuna#bacon#tartare#beef#oyster#lemon#omelette#roast chicken#izakaya#fish#potato#gratin#tofu#gyoza#tea#omakase#ramen#char siew#juice#fried chicken#avocado#miso#braised pork#prawn#sashimi#curry#grilled fish#boiled egg#squid#cheese#bread#bbq#urchin#sea urchin#blue cheese#garlic bread#pig#mackerel#asparagus#sushi#wagyu#octopus#iberico#iberico pork#coffee#chicken wing#teriyaki#poached egg#soup#duck#mozzarella#croquette#tuna tartare#fish head#foie gras#crab meat#vegetarian#wagyu beef#miso soup#maki#stew#salmon
"1 Raffles Place #1-18 One Raffles Place, Singapore 048616 Singapore",Bratworks,German,CENTRAL,beer#german#curry
"81 Anson Road Floor 9th M Hotel, Singapore 079908 Singapore",Hokkaido Sushi,"Japanese,Sushi,Diner",CENTRAL,chicken#buffet#japanese#sushi#salmon#scallop#shrimp#tempura#sashimi#sashimi sushi#teriyaki#fish#tuna#truffle#maki#beer#fresh sashimi#steak#seafood#soft shell crab#halibut#salad#unagi#caviar#truffle oil#tonkatsu#prawn#fried prawn#dessert#sesame#soup#miso#miso soup#buffet selection#fine dining#salmon sashimi#hokkaido scallop#waygu#chinese#sushi sashimi#coffee#squid#ebi#beef#desert#teppanyaki#wagyu#fried rice#wagyu beef#omakase#egg#fried chicken#fried fish#fish skin#lobster#pork#prawn fresh#fried pork#pork belly#noodle#udon#grilled meat#tofu#sirloin#cod#yakitori#malaysian#mango#tenderloin#king crab#ice cream#buffet style#quail#century egg#quail egg
"20 McCallum Street Tokio Marine Centre, Singapore 069046 Singapore",6oz Espresso Bar,European,CENTRAL,breakfast#chocolate#avocado#coffee#cappuccino#cafe#italian#sandwich#croissant#tuna#espresso#salad
"7 Keppel Road Tanjong Pagar Complex #01-02, Singapore 089053 Singapore",Amoy St Boon Kee Prawn Noodle,Asian,CENTRAL,soup#pork#umami#prawn#pig#abalone#noodle#prawn noodle
"1 Raffles Place One Raffles Place #B1-16 One Raffles Place, Singapore 048616 Singapore",MUNCH Saladsmith,Singaporean,CENTRAL,chicken#salad#salmon
"80 Anson Road Fuji Xerox Towers #02-01, Singapore 079907 Singapore",Ho-Jiak,Asian,CENTRAL,chendol#curry#pork#chicken#beef#tea#japanese#curry rice
"101 Thomson Road United Square #01-81 United Square, Singapore 307591 Singapore",Toast Box,Asian,CENTRAL,tea#teh#laksa#kaya toast#fish#egg#bread#sambal#lemak#nasi lemak#mee siam#breakfast#noodle#coffee#pork#kopi#cake#tea coffee#cheese#bacon#cafe#ramen#chicken#curry#chicken curry#dessert#fried chicken#iced tea#asian#egg tart#banana#peranakan#boiled egg#milo#otah#desert#coconut#lemon#ham#milk tea#soup#chicken wing#fried chicken wing#pineapple#vietnamese#noodle soup
"8 Port Road Tanjong Berlayer Camp, Singapore 117540 Singapore",Three Peacocks,"Quick Bites,American,Seafood",WEST,buffet#seafood#bbq#fresh seafood#chicken#beef#prawn#burger#pizza#salmon#potato#grill#teppanyaki#beef burger#fresh crab#satays#soup#hotpot#sushi#lobster#dessert#oyster#mud crab#steamboat#ice cream#buffet style#pork#fresh oyster#roasted pork#ebi#beer#lemonade#crayfish#tom yum#fried chicken#milk tea#wagyu#wagyu beef#rib#pork rib#barbecue#fresh prawn#hot pot#pasta#curry#scallop#wagyu burger#sashimi#salmon sashimi#chinese#egg#butter chicken#salted egg#mantou#cheese#fried rice#prata#boston lobster#prawn paste chicken#grilled meat#chili crab#vegetable#clam#bbq pork#icecream#bamboo clam#salad#western#korean#pork belly#stingray#beef short#bread#squid#chilli crab#crab black pepper#truffle#truffle fries#kway teow#seafood buffet
"10 Bukit Chermin Road Keppel Club Level 3, Keppel Club, Singapore 109918 Singapore",PeraMakan,"Asian,Singaporean,Nonya",SOUTH,chap chye#soup#peranakan#chicken#beef#pork#rendang#beef rendang#keluak#chendol#buah keluak#nyonya#fish#salad#chinese#dessert#lamb#durian#sambal#ayam#kangkong#ayam buah#durian pengat#otak#banana#ngoh hiang#coconut#nonya#vegetarian#red wine#fish maw#peranakan cuisine#beer#oyster#spicy chicken#seafood#curry#bbq#lamb shank#omelette#chicken curry#braised pork#otah#gula melaka#kang kong#asian#fried fish#mutton#fish curry#curry chicken#fish head#squid#pancake#mee siam#buffet#western#desert#spinach#mousse#prawn#satay#coffee#meatball#crab meat#vegetable#lemak#vietnamese#sotong#shrimp#fish soup#indian#chinese cuisine#lemon#stew#chicken dish#grilled fish#oxtail#fried rice#kailan#egg#bread#pie#wanton#pandan#egg tart#curry puff#ice cream#fruit#calamari#caramel#hokkien#duck#fried chicken#duck meat#tea#pork belly#indonesian#snapper#curry fish#curry fish head#pineapple
"27 Jalan Berseh Kelantan Court #01-100 Gourmet Street, Singapore 200027 Singapore",Sungei Road Laksa,"Quick Bites,Asian,Soups",CENTRAL,indian#laksa#chinese#coconut#peranakan#soup#seafood#noodle#tofu#rice noodle#fish#cake#fish cake#chicken#shrimp#vietnamese#buffet#curry#noodle soup#sambal#clam#american#breakfast#western#juice#crayfish#umami#coffee#pie#kueh#nonya#kueh pie#kueh pie tee
"75 Jellicoe Road Wavelink Building Unit 01-00, Singapore 208738 Singapore",Lighthouse Bistro,"Seafood,European,Pub",CENTRAL,pasta#salad#lobster#salmon#crayfish#lobster pasta#seafood#dessert#sambal#grilled fish#cake#chicken#beef#burger#confit#beef burger#lamb#asian#lamb shank#aglio olio#wagyu#wagyu beef#angel hair pasta#steak#ice cream#lava cake#seafood pasta#fresh seafood#squid#western#coffee#chocolate#caramel#chocolate cake#cheese#bread#chocolate lava#chocolate lava cake#garlic bread#desert#mee goreng#soup#prawn#duck#rib#mushroom soup#bisque#rib eye#smoked duck#rib eye steak#potato#sweet potato#sweet potato fries#ribeye#calamari#asparagus#red wine#cocktail#italian#sea bass#fondant#pie#beef steak#linguine#hokkien#hokkien mee#noodle#fried chicken#onion soup#wine list#vegetarian#fried rice#coconut#banana#vanilla#coconut ice#coconut ice cream#risotto#bacon#angus#foie gras#grilled chicken#ribeye steak#cafe#beer#chocolate dessert#lemon#glass wine#fine dining#seabass#umami#clam#lychee#buffet#vanilla ice cream#seafood fried rice
"505 Beach Road Golden Mile Food Centre #B1-34 Golden Mile Food Centre, Singapore 199583 Singapore",Hainan Fried Hokkien Prawn Mee,"Chinese,Asian",CENTRAL,noodle#wok hei#prawn#hokkien#hokkien mee#prawn mee#bee hoon#rice noodle#pork#sotong
"10 North Bridge Road, Singapore 190010 Singapore",Zhen Hao Lor Mee,"Asian,Singaporean",CENTRAL,soup#pork#fish#pork belly#cod#chicken#egg#kway teow#bee hoon#cod fish#ngoh hiang#noodle#fried fish#braised pork
"68 Orchard Road Plaza Singapura #04-46-51 Plaza Singapura, Singapore 238839 Singapore",Nanjing Impressions,"Chinese,Asian,Vegetarian Friendly",CENTRAL,chicken#soup#beef#pork#tea#duck#chinese#ramen#claypot#wanton#chicken soup#beef brisket#stew#sesame#crayfish#meatball#glutinous rice#roasted duck#indian#cake#fried rice#roast duck#cantonese#szechuan#beer#bread#shrimp#hokkien#hot pot#vegetarian#dumpling#noodle#western#tofu#noodle soup#fried fish#mala#seafood#pig#fish soup#vegetable#sea bass#gyoza#salad#dim sum#lobster#grill#crab meat#rice cake#porridge#duck meat#chicken dish#chinese cuisine#desert#pancake#asian#american#teochew#sichuan
"505 Beach Road Golden Mile Food Centre, Singapore 199583 Singapore",Chef Lam,Chinese,CENTRAL,soup#fish#seafood#noodle#fresh seafood#seafood soup#tofu#fish head#steamboat
"505 Beach Road Golden Mile Food Centre Golden Mile Food Centre B1-30, Singapore 199583 Singapore",Charlie's Peranakan Food,"Asian,Singaporean",CENTRAL,peranakan#keluak#buah keluak#vegetable#rendang#chicken#soup#chap chye#beef#fish#beef rendang#coconut
"638 Veerasamy Rd #01-101, Singapore 200638 Singapore",Johor Road Boon Kee Pork Porridge,Chinese,CENTRAL,chicken#pork#fish#egg#porridge#cantonese#congee#cuttlefish#meatball#century egg#breakfast#hainanese
"180 Kitchener Road City Square Mall 02-21/22 City Square Mall, Singapore 208539 Singapore",Gangnam Garden,Korean,CENTRAL,chicken#soup#beef#pork#korean#tofu
"Block 82 Macpherson Lane Macpherson View, Singapore 360082 Singapore",83 Seafood Restaurant,"Asian,Singaporean",EAST,seafood#noodle#chicken#pork#tofu#spinach#beehoon
"1 Irving Place The Commerze@Irving #01-27, Singapore 369546 Singapore",Grasso Coffee,Cafe,EAST,coffee#sandwich#cafe#chocolate#banana#muffin#chicken#breakfast#bread#tiramisu#teh#caramel#kopi#popcorn#egg#western#espresso
"6 Eu Tong Sen Street #03-105/106/107 Clarke Quay Central, Singapore 059817 Singapore",NOM,"Fast food,Vegetarian Friendly,Vegan Options",CENTRAL,prawn#burger#egg#cafe#durian#vegan#umami#soup#cake#pizza#yam#vietnamese#curry#truffle#rendang#truffle fries#creme brulee#fish#tea#beer#breakfast#chocolate#lemon#caramel#dessert#pasta#coffee#bread#laksa#salted egg#salted egg yolk#boiled egg#chili crab#crab pasta#chicken#cheese#cheesecake#rosti#penne#potato#sweet potato#sweet potato fries#hot chocolate
"1 Irving Place The Commerze@Irving #01-31, Singapore 369546 Singapore",The Boneless Kitchen,"Asian,Korean,Vegetarian Friendly",EAST,egg#vegan#vegetarian#korean#stew#tofu#pancake#hotpot#soup#ramen#vegetable#fried rice#fried tofu#cheese#noodle#potato#sweet potato#rice cake#indian#asian#vietnamese#lemon#hot pot#clay pot#tea#sesame#chicken#squid#beer#pasta#dumpling#ham#spaghetti#omelette#chinese
"18 Marina Gardens Drive Gardens By the Bay #03-03, Singapore 018953 Singapore",Bakerzin,"Bar,Cafe",CENTRAL,tea#beer#breakfast#cafe#sandwich#lychee#iced tea#soup#pumpkin soup#coffee#pasta#burger#ham#bacon#mushroom soup#aglio olio#bread#seafood#prawn#cake#chocolate#chocolate cake#chicken#pineapple#briyani#dessert#strawberry
"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826 Singapore",Mama Panda Kitchen,"Quick Bites,Chinese,Asian",NORTH,noodle#vegetable#chinese#mian#gyoza#coffee#chocolate#red bean#breakfast#cafe#pig#western#chicken#spicy chicken#bread#pau#cappuccino#asian#soup#dumpling#ramen#fried chicken#wanton#milo#beef#noodle soup#beef noodle#mango#mango pudding#dim sum#tea#dessert#tea coffee#beer#burger#pandan#siew mai#cup coffee#prawn#tofu#pineapple
"302 Beach Road Concourse Skyline Park at The Concourse Skyline and take lifts to Skyline Restaurants., Singapore 199600 Singapore",Pizzaface,"Italian,Pizza,Vegetarian Friendly",CENTRAL,pasta#prawn#pizza#ham#parma#parma ham#salad#pie#glass wine#red wine#cheese#egg
"501 Orchard Road Wheelock Place #03-15/16/17 Wheelock Place, Singapore 238880 Singapore",Sun with Moon Japanese Dining Cafe,"Japanese,Sushi,Asian",CENTRAL,soup#sushi#japanese#salmon#sashimi#salmon sashimi#pork#salad#prawn#tempura#strawberry#grilled pork#maki#chicken#western#foie gras#claypot#steak#unagi#dessert#beef#eel#wagyu#wagyu beef#seafood#fresh seafood#sashimi sushi#miso#miso soup#yakiniku#scallop#sesame#coffee#cheesecake#sushi sashimi#teriyaki#tofu#grilled chicken#high tea#ramen#fish#mackerel#stingray#beef steak#tenderloin#lamb#vegetable#cafe#crepe#vanilla#avocado#hot pot#soft shell crab#vegetarian#udon#beer#tiramisu#tonkatsu#porridge#vietnamese#angus#mango#shrimp#tuna#kurobuta#cocktail#steamed rice#american#duck#fine dining#spaghetti#red wine#ebi#cod#fresh sashimi#juice#desert#ice cream#red bean#pasta#lemon#lobster#pork cheek
"2 Bayfront Avenue Marina Bay Sands L1-83, Bay Level, The Shoppes at Marina Bay Sands, Singapore 018972 Singapore",JustIN Flavours of Asia,"Asian,Singaporean",CENTRAL,cocktail#pork#prawn#curry#green curry#grilled pork#ice cream#hokkien#hokkien mee#beef#salad#lobster#wagyu#wagyu beef#soup#noodle#laksa#coconut#lemon#noodle soup#asian#lamb#satay#mango#pineapple#chicken#fried rice#dessert#fine dining#pork belly#durian#chilli crab#foie gras#pepper crab#white pepper crab#crab black pepper#chicken rice#beer#prawn noodle#angus#cold beer#dim sum#hainanese#hainanese chicken#indonesian#truffle#hor fun#bread#fish#fish head#urchin#sea urchin#curry fish#creme brulee#curry fish head#bottle wine#steak#cake#fried noodle#coffee#breakfast#egg#juice#fruit#porridge#pandan#fresh fruit#fruit juice#beef noodle#angus beef#mee siam
"207 New Upper Changi Road Bedok Town Square, Singapore 460207 Singapore",Gourmet Heritage Singapore,Asian,EAST,soup#pork#coffee#rib#pork rib#pork rib soup#fish#hokkien#hokkien mee#chinese#pig#chicken#chicken rice#roasted chicken#beef#noodle#duck#hor fun#kway teow#duck meat#char kway teow#beef noodle#fried noodle#egg#oyster#omelette
